Sex,Age,H,W,BMI,Bp,Hr,Alcohol,ESR,Pre-existing condition,smoking,Diabetes_time,CRP,Lesion site,HbA1c,FBG,ALT,AST,ALT_AST,Ua,GFR,TP,ALB,A_G,WBC,D_Dimer,FDP,First_symptoms,full_model
0.004306002044200628,0.0025030452522472038,0.00454902573452669,0.0043263326830123225,0.004234309677113286,0.00432547468289812,0.004323930665169981,0.00432547468289812,0.004030304638088169,0.00432547468289812,0.004603744493746301,0.004289349164172191,0.004308730129605996,0.004301420239701707,0.0020693820323361358,0.0034225871133961765,0.004345628566544666,0.00458316531444837,0.004396069043082965,0.0040913172098232375,0.0033534475420421792,0.004435566233852924,0.004800063779764863,0.0035399353380037614,0.004103149072775325,0.004582306364771252,0.004496035329808178,0.004126728345201462,0.00432547468289812
0.015128106825598115,0.009722298053874347,0.015782685907763615,0.015200309971720517,0.014868429970007346,0.01519660247538974,0.015189876857608463,0.01519660247538974,0.014114899504638439,0.01519660247538974,0.015919279155549637,0.013790359026372887,0.014547300575253429,0.015113506791658779,0.007349573401068766,0.007974358547499876,0.015266362109295124,0.015847688116104423,0.01544782799363465,0.014579661300866627,0.012349347592926585,0.015376811927630957,0.01659443890439304,0.013019924557473054,0.014391456182428998,0.015900022052945023,0.015530636167857145,0.014473022111568692,0.01519660247538974
0.1484679460273233,0.1537905872546987,0.14878283591533212,0.14893671129194558,0.14705180821064082,0.14884843655727176,0.148717280811716,0.14884843655727176,0.14178390874664074,0.14884843655727176,0.1488418550072745,0.15627523770946325,0.14107887338460962,0.1484417110809391,0.18276748301893112,0.15394044609255186,0.14915326392636072,0.14811600633333843,0.1493080643435389,0.14956426540193185,0.14660578445690373,0.14653768731538105,0.1515754666000123,0.15274259619267827,0.1442094078377708,0.14866543824430617,0.14567121064275265,0.14451797287910884,0.14884843655727176
0.21551260150127283,0.22007306666304977,0.21644241555195676,0.2154580369109448,0.21558191226061732,0.215511207404235,0.21541516718550585,0.215511207404235,0.21442864076745158,0.215511207404235,0.21551120731940224,0.24390266002436578,0.20480501765433468,0.2145977928971645,0.22163460538319113,0.26394841231507976,0.21770072575972813,0.2155068018877623,0.21331679197070433,0.21947181023982074,0.2161315570297879,0.21412941452216858,0.2032982144064215,0.22137157386289671,0.21628994791497463,0.2186067065235529,0.2097988663953851,0.215511207404235,0.215511207404235
0.3467274056486637,0.33342938569741015,0.3477623936098855,0.3468920075875063,0.34679615184225154,0.3467274032144302,0.3472490857242356,0.3467274032144302,0.338740978217852,0.3467274032144302,0.34672740321443013,0.4365109493202515,0.2966420559954934,0.34989002092072374,0.33492401432050406,0.3112645586766837,0.35073085663378545,0.34672739775712985,0.3615925676757432,0.3358199368835038,0.3487370945133893,0.3440473971917199,0.32841995593705964,0.34978086906183575,0.3478181361510335,0.3563046654436631,0.33067393622625313,0.3467274032144302,0.3467274032144302
0.3268449779397432,0.31585691392513976,0.32785868996468326,0.3269775939096413,0.3269122016143294,0.32684497760962244,0.3265148078298939,0.32684497760962244,0.3190012135564321,0.32684497760962244,0.32684497760962244,0.408755690855264,0.2737667626397069,0.3298595792960974,0.31755281191070134,0.293373760122269,0.33152080369190257,0.32684497693891695,0.34229676660647357,0.31680208878312927,0.3270462560881262,0.3243441977833344,0.31449990932286465,0.3309132708677983,0.3281852372600096,0.33852345422621744,0.3142167405175233,0.32684497760962244,0.32684497760962244
0.3156046299156017,0.31671266971686607,0.316517062798454,0.31575478995200623,0.3156649259927001,0.31560462991313804,0.3152951319236166,0.31560462991313804,0.30848845042942097,0.31560462991313804,0.31560462991313804,0.39783413792695754,0.2391530570864528,0.3216848899844572,0.3212687332758129,0.2909342675793264,0.3223515891040773,0.3156046299091474,0.3296179681928405,0.3077897024036881,0.3157945549707085,0.31315935643054055,0.3042518955631749,0.3208808573029204,0.3176566473927913,0.3139908407115238,0.3096569479954521,0.31560462991313804,0.31560462991313804
0.3692504298084806,0.3742975311517405,0.3701628626913329,0.36959202916558914,0.369310725885579,0.36925042980601697,0.3689409318164955,0.36925042980601697,0.3621342503222999,0.36925042980601697,0.36925042980601697,0.47014436369437773,0.25753042576477375,0.3765792790155831,0.38098487981191215,0.3452190689954453,0.37687578299495744,0.3692504298020263,0.38266766887213716,0.361435502296567,0.36944035486358745,0.3658270469267279,0.35729041553320084,0.3746684608011101,0.3715234088752603,0.36730392907719567,0.36460827253483546,0.36925042980601697,0.36925042980601697
1.090934766453437,1.1511287293846346,1.0918471993362893,1.093956516300402,1.0909950625305354,1.0909347664509732,1.090625268461452,1.0909347664509732,1.083818586967256,1.0909347664509732,1.0909347664509732,1.1265032097784395,0.4854567254059196,1.1157438635959969,1.0246215041975206,1.0755915267247673,1.0892792821633648,1.0909347664469826,1.0960066165269426,1.0831198389415233,1.0911246915085437,1.0738178520180035,1.070472833258217,1.0919797069891943,1.096301207774478,1.0843303043412547,1.0817232729170263,1.0909347664509732,1.0909347664509732
0.2973156128666236,0.3271098972512944,0.2982280457494759,0.2967372247737532,0.297375908943722,0.29731561286416,0.2970061148746385,0.29731561286416,0.29019943338044285,0.29731561286416,0.29731561286416,0.33288405619162603,0.5913676581080809,0.3221247100091837,0.2559185433721115,0.2702603183742118,0.30234965676432873,0.2973156128601692,0.30238746294012936,0.28950068535471,0.29750553792173046,0.29871173544542856,0.28832424324715417,0.30253601166536487,0.30987039829335616,0.2969860246004615,0.28810411933021307,0.29731561286416,0.29731561286416
0.2973156128666236,0.3271098972512944,0.2982280457494759,0.2967372247737532,0.297375908943722,0.29731561286416,0.2970061148746385,0.29731561286416,0.29019943338044285,0.29731561286416,0.29731561286416,0.33288405619162603,0.5913676581080809,0.3221247100091837,0.2559185433721115,0.2702603183742118,0.30234965676432873,0.2973156128601692,0.30238746294012936,0.28950068535471,0.29750553792173046,0.29871173544542856,0.28832424324715417,0.30253601166536487,0.30987039829335616,0.2969860246004615,0.28810411933021307,0.29731561286416,0.29731561286416
0.2973156128666236,0.3271098972512944,0.2982280457494759,0.2967372247737532,0.297375908943722,0.29731561286416,0.2970061148746385,0.29731561286416,0.29019943338044285,0.29731561286416,0.29731561286416,0.33288405619162603,0.5913676581080809,0.3221247100091837,0.2559185433721115,0.2702603183742118,0.30234965676432873,0.2973156128601692,0.30238746294012936,0.28950068535471,0.29750553792173046,0.29871173544542856,0.28832424324715417,0.30253601166536487,0.30987039829335616,0.2969860246004615,0.28810411933021307,0.29731561286416,0.29731561286416
